question,doc_id,unit_id,publish_date,effective_date,answer,id,domain,created_at,doc_type,source,region,role,status
商业银行托管业务要遵循哪些基本原则？,商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896,第五条,2023-08-15,2023-09-01,第五条 商业银行开展托管业务，应当坚持诚实信用、勤勉尽责、独立审慎、风险隔离原则，确保自身管理水平与所托管产品的规模、业务复杂程度和承担托管职责相匹配，切实防范利益冲突和利益输送。,policy_MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896_5_0,policy,2025-12-31T14:52:09.151218,监管政策,MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896.md,全国,客户经理,生效
托管产品规模大了，银行需要匹配什么能力？,商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896,第五条,2023-08-15,2023-09-01,第五条 商业银行开展托管业务，应当坚持诚实信用、勤勉尽责、独立审慎、风险隔离原则，确保自身管理水平与所托管产品的规模、业务复杂程度和承担托管职责相匹配，切实防范利益冲突和利益输送。,policy_MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896_5_1,policy,2025-12-31T14:52:09.151233,监管政策,MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896.md,全国,客户经理,生效
银行做托管业务怎么防范利益输送？,商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896,第五条,2023-08-15,2023-09-01,第五条 商业银行开展托管业务，应当坚持诚实信用、勤勉尽责、独立审慎、风险隔离原则，确保自身管理水平与所托管产品的规模、业务复杂程度和承担托管职责相匹配，切实防范利益冲突和利益输送。,policy_MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896_5_2,policy,2025-12-31T14:52:09.151233,监管政策,MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896.md,全国,客户经理,生效
银行托管业务如何做到风险隔离？,商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896,第五条,2023-08-15,2023-09-01,第五条 商业银行开展托管业务，应当坚持诚实信用、勤勉尽责、独立审慎、风险隔离原则，确保自身管理水平与所托管产品的规模、业务复杂程度和承担托管职责相匹配，切实防范利益冲突和利益输送。,policy_MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896_5_3,policy,2025-12-31T14:52:09.151233,监管政策,MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896.md,全国,客户经理,生效
银行托管职责和业务复杂度要怎么匹配？,商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896,第五条,2023-08-15,2023-09-01,第五条 商业银行开展托管业务，应当坚持诚实信用、勤勉尽责、独立审慎、风险隔离原则，确保自身管理水平与所托管产品的规模、业务复杂程度和承担托管职责相匹配，切实防范利益冲突和利益输送。,policy_MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896_5_4,policy,2025-12-31T14:52:09.151233,监管政策,MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896.md,全国,客户经理,生效
商业银行托管的产品财产是否属于清算财产？,商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896,第六条,,,第六条 商业银行所托管的产品财产与商业银行自有财产相互独立，与其所托管的其他产品财产相互独立。商业银行因依法解散、被依法撤销或者被依法宣告破产等原因进行清算的，所托管的产品财产不属于其清算财产。,policy_MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896_6_0,policy,2025-12-31T14:52:14.518040,监管政策,MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896.md,全国,客户经理,生效
银行托管的各类产品之间财产是否需要独立？,商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896,第六条,,,第六条 商业银行所托管的产品财产与商业银行自有财产相互独立，与其所托管的其他产品财产相互独立。商业银行因依法解散、被依法撤销或者被依法宣告破产等原因进行清算的，所托管的产品财产不属于其清算财产。,policy_MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896_6_1,policy,2025-12-31T14:52:14.518040,监管政策,MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896.md,全国,客户经理,生效
银行破产清算时，托管财产怎么处理？,商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896,第六条,,,第六条 商业银行所托管的产品财产与商业银行自有财产相互独立，与其所托管的其他产品财产相互独立。商业银行因依法解散、被依法撤销或者被依法宣告破产等原因进行清算的，所托管的产品财产不属于其清算财产。,policy_MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896_6_2,policy,2025-12-31T14:52:14.518040,监管政策,MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896.md,全国,客户经理,生效
银行自有财产和托管财产要分开吗？,商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896,第六条,,,第六条 商业银行所托管的产品财产与商业银行自有财产相互独立，与其所托管的其他产品财产相互独立。商业银行因依法解散、被依法撤销或者被依法宣告破产等原因进行清算的，所托管的产品财产不属于其清算财产。,policy_MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896_6_3,policy,2025-12-31T14:52:14.518040,监管政策,MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896.md,全国,客户经理,生效
商业银行托管业务由哪个部门监管？,商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896,第七条,,,第七条 国家金融监督管理总局及其派出机构依照法律法规和审慎监管原则，对商业银行托管业务活动实施监督管理。,policy_MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896_7_0,policy,2025-12-31T14:52:18.402423,监管政策,MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896.md,全国,客户经理,生效
商业银行托管业务监管依据什么原则？,商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896,第七条,,,第七条 国家金融监督管理总局及其派出机构依照法律法规和审慎监管原则，对商业银行托管业务活动实施监督管理。,policy_MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896_7_1,policy,2025-12-31T14:52:18.402423,监管政策,MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896.md,全国,客户经理,生效
商业银行托管业务怎么实施监督管理？,商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896,第七条,,,第七条 国家金融监督管理总局及其派出机构依照法律法规和审慎监管原则，对商业银行托管业务活动实施监督管理。,policy_MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896_7_2,policy,2025-12-31T14:52:18.402423,监管政策,MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896.md,全国,客户经理,生效
商业银行托管业务可以提供哪些具体服务？,商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896,第八条,,,第八条 商业银行可以根据法律法规规定和托管合同约定，为托管产品提供账户开立、财产保管、清算交割、会计核算、资产估值、信息披露、投资监督等服务。,policy_MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896_8_0,policy,2025-12-31T14:52:20.962907,监管政策,MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896.md,全国,客户经理,生效
商业银行托管业务必须签什么合同？,商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896,第九条,,,第九条 商业银行开展托管业务应当签署托管合同。托管合同应当至少包括合同各方的权利义务、托管职责，合同的生效、变更和终止，违约责任和争议解决方式等内容。,policy_MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896_9_0,policy,2025-12-31T14:52:29.189167,监管政策,MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896.md,全国,客户经理,生效
托管合同里必须包含哪些内容？,商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896,第九条,,,第九条 商业银行开展托管业务应当签署托管合同。托管合同应当至少包括合同各方的权利义务、托管职责，合同的生效、变更和终止，违约责任和争议解决方式等内容。,policy_MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896_9_1,policy,2025-12-31T14:52:29.189167,监管政策,MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896.md,全国,客户经理,生效
银行做托管业务要签的合同包含违约责任吗？,商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896,第九条,,,第九条 商业银行开展托管业务应当签署托管合同。托管合同应当至少包括合同各方的权利义务、托管职责，合同的生效、变更和终止，违约责任和争议解决方式等内容。,policy_MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896_9_2,policy,2025-12-31T14:52:29.189167,监管政策,MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896.md,全国,客户经理,生效
托管合同需要明确争议解决方式吗？,商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896,第九条,,,第九条 商业银行开展托管业务应当签署托管合同。托管合同应当至少包括合同各方的权利义务、托管职责，合同的生效、变更和终止，违约责任和争议解决方式等内容。,policy_MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896_9_3,policy,2025-12-31T14:52:29.189167,监管政策,MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896.md,全国,客户经理,生效
银行托管职责在哪个文件里规定要写进合同？,商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896,第九条,,,第九条 商业银行开展托管业务应当签署托管合同。托管合同应当至少包括合同各方的权利义务、托管职责，合同的生效、变更和终止，违约责任和争议解决方式等内容。,policy_MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896_9_4,policy,2025-12-31T14:52:29.189167,监管政策,MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896.md,全国,客户经理,生效
商业银行托管非标债权资产需要满足什么条件？,商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896,第十条,2023-10-01,,第十条 托管产品约定的投资范围包括非标准化债权类资产、未上市企业股权等非标准化资产时，商业银行应当根据自身能力和服务水平，经充分评估后开展托管业务。,policy_MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896_10_0,policy,2025-12-31T14:52:31.855980,监管政策,MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896.md,全国,客户经理,生效
选理财产品的管理人要看哪些方面？,商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896,第一条,2023-09-01,2023-10-01,商业银行应当评估产品管理人的资本实力、公司治理、合规管理、风险控制、信息披露和市场影响力等方面，评估产品的交易结构、投资标的、退出方式、估值方法策略等方面。,policy_MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896_11_0,policy,2025-12-31T14:52:39.891963,监管政策,MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896.md,全国,客户经理,生效
评估理财产品交易结构要关注什么？,商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896,第一条,2023-09-01,2023-10-01,商业银行应当评估产品管理人的资本实力、公司治理、合规管理、风险控制、信息披露和市场影响力等方面，评估产品的交易结构、投资标的、退出方式、估值方法策略等方面。,policy_MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896_11_1,policy,2025-12-31T14:52:39.891963,监管政策,MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896.md,全国,客户经理,生效
理财产品的投资标的怎么评估风险？,商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896,第一条,2023-09-01,2023-10-01,商业银行应当评估产品管理人的资本实力、公司治理、合规管理、风险控制、信息披露和市场影响力等方面，评估产品的交易结构、投资标的、退出方式、估值方法策略等方面。,policy_MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896_11_2,policy,2025-12-31T14:52:39.891963,监管政策,MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896.md,全国,客户经理,生效
理财产品的退出方式影响评估吗？,商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896,第一条,2023-09-01,2023-10-01,商业银行应当评估产品管理人的资本实力、公司治理、合规管理、风险控制、信息披露和市场影响力等方面，评估产品的交易结构、投资标的、退出方式、估值方法策略等方面。,policy_MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896_11_3,policy,2025-12-31T14:52:39.891963,监管政策,MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896.md,全国,客户经理,生效
理财产品的估值方法要怎么审查？,商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896,第一条,2023-09-01,2023-10-01,商业银行应当评估产品管理人的资本实力、公司治理、合规管理、风险控制、信息披露和市场影响力等方面，评估产品的交易结构、投资标的、退出方式、估值方法策略等方面。,policy_MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896_11_4,policy,2025-12-31T14:52:39.891963,监管政策,MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896.md,全国,客户经理,生效
商业银行托管业务要依据哪些监管要求来履职？,商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896,第一条,2023-10-01,,商业银行为前款资产提供托管服务的，应当根据法律法规、相关监管规定和托管合同约定，采取合理措施，履行托管职责，管控托管风险。,policy_MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896_12_0,policy,2025-12-31T14:52:45.791485,监管政策,MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896.md,全国,客户经理,生效
银行做资产托管时怎么管控风险？具体有哪些职责？,商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896,第一条,2023-10-01,,商业银行为前款资产提供托管服务的，应当根据法律法规、相关监管规定和托管合同约定，采取合理措施，履行托管职责，管控托管风险。,policy_MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896_12_1,policy,2025-12-31T14:52:45.791485,监管政策,MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896.md,全国,客户经理,生效
托管合同约定之外，银行还要按什么规定履行托管职责？,商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896,第一条,2023-10-01,,商业银行为前款资产提供托管服务的，应当根据法律法规、相关监管规定和托管合同约定，采取合理措施，履行托管职责，管控托管风险。,policy_MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896_12_2,policy,2025-12-31T14:52:45.791485,监管政策,MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896.md,全国,客户经理,生效
商业银行托管产品要开哪些账户？,商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896,第十一条,,,第十一条 商业银行应当为不同托管产品分别开立资金账户、证券账户等投资交易必需的相关账户，确保托管产品财产的完整,policy_MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896_13_0,policy,2025-12-31T14:52:48.062387,监管政策,MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896.md,全国,客户经理,生效
托管账户名称要包含哪些内容？,商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896,第一条,2023-06-15,2023-07-01,商业银行为托管产品开立资金账户，应当专门用于托管资金存放和使用。托管产品的资金账户应当具有明确标识，名称原则上应当包含开户主体和产品名称字样，确保资金账户名称与所托管的产品名称相对应。,policy_MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896_14_0,policy,2025-12-31T14:52:56.692385,监管政策,MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896.md,全国,客户经理,生效
托管产品资金账户需要有什么标识？,商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896,第一条,2023-06-15,2023-07-01,商业银行为托管产品开立资金账户，应当专门用于托管资金存放和使用。托管产品的资金账户应当具有明确标识，名称原则上应当包含开户主体和产品名称字样，确保资金账户名称与所托管的产品名称相对应。,policy_MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896_14_1,policy,2025-12-31T14:52:56.692385,监管政策,MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896.md,全国,客户经理,生效
商业银行开立的托管账户用途是什么？,商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896,第一条,2023-06-15,2023-07-01,商业银行为托管产品开立资金账户，应当专门用于托管资金存放和使用。托管产品的资金账户应当具有明确标识，名称原则上应当包含开户主体和产品名称字样，确保资金账户名称与所托管的产品名称相对应。,policy_MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896_14_2,policy,2025-12-31T14:52:56.692385,监管政策,MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896.md,全国,客户经理,生效
托管资金账户能不能混用？,商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896,第一条,2023-06-15,2023-07-01,商业银行为托管产品开立资金账户，应当专门用于托管资金存放和使用。托管产品的资金账户应当具有明确标识，名称原则上应当包含开户主体和产品名称字样，确保资金账户名称与所托管的产品名称相对应。,policy_MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896_14_3,policy,2025-12-31T14:52:56.692385,监管政策,MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896.md,全国,客户经理,生效
托管账户名称怎么命名才合规？,商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896,第一条,2023-06-15,2023-07-01,商业银行为托管产品开立资金账户，应当专门用于托管资金存放和使用。托管产品的资金账户应当具有明确标识，名称原则上应当包含开户主体和产品名称字样，确保资金账户名称与所托管的产品名称相对应。,policy_MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896_14_4,policy,2025-12-31T14:52:56.692385,监管政策,MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896.md,全国,客户经理,生效
商业银行财产保管服务对账频率最低要求是多少？,商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896,第十二条,,,第十二条 商业银行提供财产保管服务，应当根据法律法规规定和托管合同约定，建立与产品管理人的对账机制，定期核对资金账户和证券账户内的资金头寸、证券明细、净值等财产信息，及时核查资金到账、支付情况。商业银行与产品管理人的对账频率应至少每半年一次。,policy_MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896_15_0,policy,2025-12-31T14:53:03.754417,监管政策,MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896.md,全国,客户经理,生效
银行做财产保管时要和谁定期对账？,商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896,第十二条,,,第十二条 商业银行提供财产保管服务，应当根据法律法规规定和托管合同约定，建立与产品管理人的对账机制，定期核对资金账户和证券账户内的资金头寸、证券明细、净值等财产信息，及时核查资金到账、支付情况。商业银行与产品管理人的对账频率应至少每半年一次。,policy_MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896_15_1,policy,2025-12-31T14:53:03.754417,监管政策,MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896.md,全国,客户经理,生效
商业银行财产保管需核对账户里的哪些信息？,商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896,第十二条,,,第十二条 商业银行提供财产保管服务，应当根据法律法规规定和托管合同约定，建立与产品管理人的对账机制，定期核对资金账户和证券账户内的资金头寸、证券明细、净值等财产信息，及时核查资金到账、支付情况。商业银行与产品管理人的对账频率应至少每半年一次。,policy_MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896_15_2,policy,2025-12-31T14:53:03.754417,监管政策,MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896.md,全国,客户经理,生效
银行财产保管服务中资金到账核查有啥要求？,商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896,第十二条,,,第十二条 商业银行提供财产保管服务，应当根据法律法规规定和托管合同约定，建立与产品管理人的对账机制，定期核对资金账户和证券账户内的资金头寸、证券明细、净值等财产信息，及时核查资金到账、支付情况。商业银行与产品管理人的对账频率应至少每半年一次。,policy_MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896_15_3,policy,2025-12-31T14:53:03.754417,监管政策,MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896.md,全国,客户经理,生效
托管合同里银行对账要依据什么来执行？,商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896,第十二条,,,第十二条 商业银行提供财产保管服务，应当根据法律法规规定和托管合同约定，建立与产品管理人的对账机制，定期核对资金账户和证券账户内的资金头寸、证券明细、净值等财产信息，及时核查资金到账、支付情况。商业银行与产品管理人的对账频率应至少每半年一次。,policy_MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896_15_4,policy,2025-12-31T14:53:03.754417,监管政策,MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896.md,全国,客户经理,生效
商业银行托管业务中谁负责划拨资金账户内的资金？,商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896,第十三条,2023-10-01,,第十三条 商业银行应当与产品管理人在托管合同中约定结算条款，明确双方在清算交收和风险控制方面的职责，并根据法律法规规定和托管合同约定，执行资金划拨指令，及时办理清算、交割事宜。商业银行应当与产品管理人约定，由托管人负责划拨资金账户内的资金，避免资金挪用。,policy_MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896_16_0,policy,2025-12-31T14:53:10.638519,监管政策,MinerU_markdown_商业银行托管业务监督管理办法（试行）_20251230002138_2005675587217616896.md,全国,客户经理,生效
