question,doc_id,unit_id,publish_date,effective_date,answer,id,domain,created_at,doc_type,source,region,role,status
小微金融服务要扩大哪些方面的覆盖面？,国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384,第二条_2,2023-09-01,2023-10-01,"(二)总量与结构并重。以监管目标为导向,通过多维度评价,在持续推动小微企业金融服务供给总量稳定增长的同时,引导不同类型的银行业金融机构深入开展差异化竞争,优化服务结构,扩大服务覆盖面。",policy_MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384_5_2,policy,2025-12-31T14:59:21.026380,监管政策,MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384.md,全国,客户经理,生效
监管对银行小微贷款的结构优化有啥要求？,国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384,第二条_2,2023-09-01,2023-10-01,"(二)总量与结构并重。以监管目标为导向,通过多维度评价,在持续推动小微企业金融服务供给总量稳定增长的同时,引导不同类型的银行业金融机构深入开展差异化竞争,优化服务结构,扩大服务覆盖面。",policy_MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384_5_3,policy,2025-12-31T14:59:21.026380,监管政策,MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384.md,全国,客户经理,生效
小微金融监管评价结果影响哪些监管措施？,国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384,第三条_3,2023-04-15,2023-04-15,(三)激励与约束并举。小微金融监管评价结果应当作为衡量该年度银行业金融机构小微企业金融服务情况的主要依据，与差异化监管政策制定和执行、现场检查以及小微企业金融服务相关的政策试点、奖励激励等工作有效联动。,policy_MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384_6_0,policy,2025-12-31T14:59:28.962089,监管政策,MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384.md,全国,客户经理,生效
小微企业金融服务评价结果和现场检查有关联吗？,国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384,第三条_3,2023-04-15,2023-04-15,(三)激励与约束并举。小微金融监管评价结果应当作为衡量该年度银行业金融机构小微企业金融服务情况的主要依据，与差异化监管政策制定和执行、现场检查以及小微企业金融服务相关的政策试点、奖励激励等工作有效联动。,policy_MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384_6_1,policy,2025-12-31T14:59:28.962089,监管政策,MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384.md,全国,客户经理,生效
小微金融监管评价会影响政策试点吗？,国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384,第三条_3,2023-04-15,2023-04-15,(三)激励与约束并举。小微金融监管评价结果应当作为衡量该年度银行业金融机构小微企业金融服务情况的主要依据，与差异化监管政策制定和执行、现场检查以及小微企业金融服务相关的政策试点、奖励激励等工作有效联动。,policy_MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384_6_2,policy,2025-12-31T14:59:28.962089,监管政策,MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384.md,全国,客户经理,生效
银行小微金融服务评价结果怎么用于奖励激励？,国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384,第三条_3,2023-04-15,2023-04-15,(三)激励与约束并举。小微金融监管评价结果应当作为衡量该年度银行业金融机构小微企业金融服务情况的主要依据，与差异化监管政策制定和执行、现场检查以及小微企业金融服务相关的政策试点、奖励激励等工作有效联动。,policy_MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384_6_3,policy,2025-12-31T14:59:28.962089,监管政策,MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384.md,全国,客户经理,生效
小微金融监管评价结果是否影响差异化监管？,国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384,第三条_3,2023-04-15,2023-04-15,(三)激励与约束并举。小微金融监管评价结果应当作为衡量该年度银行业金融机构小微企业金融服务情况的主要依据，与差异化监管政策制定和执行、现场检查以及小微企业金融服务相关的政策试点、奖励激励等工作有效联动。,policy_MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384_6_4,policy,2025-12-31T14:59:28.962089,监管政策,MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384.md,全国,客户经理,生效
小微金融监管评价由哪个机构负责实施？,国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384,第三条,2023-10-01,2023-10-01,第三条 小微金融监管评价的实施主体是国家金融监督管理总局及其派出机构。,policy_MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384_7_0,policy,2025-12-31T14:59:31.742749,监管政策,MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384.md,全国,客户经理,生效
哪些银行属于境内依法设立的中资商业银行？,国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384,第四条,,,第四条 本办法所称银行业金融机构是指在中华人民共和国境内依法设立的中资商业银行及农村合作银行、农村信用社、村镇银行。,policy_MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384_8_0,policy,2025-12-31T14:59:37.039207,监管政策,MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384.md,全国,客户经理,生效
农村合作银行算不算银行业金融机构？,国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384,第四条,,,第四条 本办法所称银行业金融机构是指在中华人民共和国境内依法设立的中资商业银行及农村合作银行、农村信用社、村镇银行。,policy_MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384_8_1,policy,2025-12-31T14:59:37.039207,监管政策,MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384.md,全国,客户经理,生效
村镇银行是不是属于银行业金融机构？,国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384,第四条,,,第四条 本办法所称银行业金融机构是指在中华人民共和国境内依法设立的中资商业银行及农村合作银行、农村信用社、村镇银行。,policy_MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384_8_2,policy,2025-12-31T14:59:37.039207,监管政策,MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384.md,全国,客户经理,生效
农村信用社算不算本办法里的金融机构？,国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384,第四条,,,第四条 本办法所称银行业金融机构是指在中华人民共和国境内依法设立的中资商业银行及农村合作银行、农村信用社、村镇银行。,policy_MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384_8_3,policy,2025-12-31T14:59:37.039207,监管政策,MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384.md,全国,客户经理,生效
村镇银行要不要做小微金融监管评价？,国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384,第2条_1,,,各金融监管局可根据辖内实际情况，自主决定是否对辖内村镇银行、当年新成立的银行业金融机构等开展小微金融监管评价。,policy_MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384_9_0,policy,2025-12-31T14:59:43.177743,监管政策,MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384.md,全国,客户经理,生效
新成立的银行需要参加小微金融监管评价吗？,国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384,第2条_1,,,各金融监管局可根据辖内实际情况，自主决定是否对辖内村镇银行、当年新成立的银行业金融机构等开展小微金融监管评价。,policy_MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384_9_1,policy,2025-12-31T14:59:43.177743,监管政策,MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384.md,全国,客户经理,生效
小微金融监管评价由谁来决定是否开展？,国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384,第2条_1,,,各金融监管局可根据辖内实际情况，自主决定是否对辖内村镇银行、当年新成立的银行业金融机构等开展小微金融监管评价。,policy_MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384_9_2,policy,2025-12-31T14:59:43.177743,监管政策,MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384.md,全国,客户经理,生效
地方金融监管局能自己定小微金融评价范围吗？,国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384,第2条_1,,,各金融监管局可根据辖内实际情况，自主决定是否对辖内村镇银行、当年新成立的银行业金融机构等开展小微金融监管评价。,policy_MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384_9_3,policy,2025-12-31T14:59:43.177743,监管政策,MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384.md,全国,客户经理,生效
政策性银行小微金融服务要参照哪个监管办法？,国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384,第一条,2023-06-15,2023-07-01,政策性银行、直销银行、外资银行应参照本办法，结合自身职能定位和业务特点，认真贯彻落实相关监管政策要求，积极改进完善本行小微企业金融服务。国家金融监督管理总局及其派出机构应参照本办法，对政策性银行、直销银行、外资银行小微企业金融服务工作加强督促指导。,policy_MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384_10_0,policy,2025-12-31T14:59:50.858917,监管政策,MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384.md,全国,客户经理,生效
直销银行做小微企业金融要遵循什么监管要求？,国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384,第一条,2023-06-15,2023-07-01,政策性银行、直销银行、外资银行应参照本办法，结合自身职能定位和业务特点，认真贯彻落实相关监管政策要求，积极改进完善本行小微企业金融服务。国家金融监督管理总局及其派出机构应参照本办法，对政策性银行、直销银行、外资银行小微企业金融服务工作加强督促指导。,policy_MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384_10_1,policy,2025-12-31T14:59:50.858917,监管政策,MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384.md,全国,客户经理,生效
外资银行小微金融服务要怎么落实监管政策？,国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384,第一条,2023-06-15,2023-07-01,政策性银行、直销银行、外资银行应参照本办法，结合自身职能定位和业务特点，认真贯彻落实相关监管政策要求，积极改进完善本行小微企业金融服务。国家金融监督管理总局及其派出机构应参照本办法，对政策性银行、直销银行、外资银行小微企业金融服务工作加强督促指导。,policy_MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384_10_2,policy,2025-12-31T14:59:50.858917,监管政策,MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384.md,全国,客户经理,生效
国家金融监管总局如何督导外资行小微金融工作？,国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384,第一条,2023-06-15,2023-07-01,政策性银行、直销银行、外资银行应参照本办法，结合自身职能定位和业务特点，认真贯彻落实相关监管政策要求，积极改进完善本行小微企业金融服务。国家金融监督管理总局及其派出机构应参照本办法，对政策性银行、直销银行、外资银行小微企业金融服务工作加强督促指导。,policy_MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384_10_3,policy,2025-12-31T14:59:50.858917,监管政策,MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384.md,全国,客户经理,生效
政策性银行的小微金融服务由谁来督促指导？,国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384,第一条,2023-06-15,2023-07-01,政策性银行、直销银行、外资银行应参照本办法，结合自身职能定位和业务特点，认真贯彻落实相关监管政策要求，积极改进完善本行小微企业金融服务。国家金融监督管理总局及其派出机构应参照本办法，对政策性银行、直销银行、外资银行小微企业金融服务工作加强督促指导。,policy_MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384_10_4,policy,2025-12-31T14:59:50.858917,监管政策,MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384.md,全国,客户经理,生效
小微金融监管评价包括哪些方面？,国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384,第五条,2023-05-15,2023-06-01,第五条 小微金融监管评价体系由信贷总体投放情况、成本及风险情况、服务结构优化情况、激励约束机制情况、合规经营及内控情况、服务地方经济情况等评价要素构成。,policy_MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384_11_0,policy,2025-12-31T14:59:54.399597,监管政策,MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384.md,全国,客户经理,生效
担保公司评级时指标打分怎么算总分？,国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384,第一条,2023-09-15,2023-10-01,"各项评价要素下设若干评价指标。每项评价要素的得分通过对评价指标的打分,结合监管人员的专业判断综合得出。",policy_MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384_12_0,policy,2025-12-31T14:59:57.214690,监管政策,MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384.md,全国,客户经理,生效
担保公司评级定量指标怎么算分？保留几位小数？,国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384,第3条_1,2023-09-15,2023-10-01,"评价得分由各部分要素各自得分加总产生。定量指标依据计算结果得分(保留小数点后一位),定性指标最小计分单位为0.5分。",policy_MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384_13_0,policy,2025-12-31T15:00:04.795285,监管政策,MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384.md,全国,客户经理,生效
融资担保评级定性指标最低能打多少分？最小单位是多少？,国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384,第3条_2,2023-09-15,2023-10-01,"评价得分由各部分要素各自得分加总产生。定量指标依据计算结果得分(保留小数点后一位),定性指标最小计分单位为0.5分。",policy_MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384_13_1,policy,2025-12-31T15:00:04.795285,监管政策,MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384.md,全国,客户经理,生效
新疆担保公司评分是定量和定性得分直接相加吗？,国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384,第3条_1,2023-09-15,2023-10-01,"评价得分由各部分要素各自得分加总产生。定量指标依据计算结果得分(保留小数点后一位),定性指标最小计分单位为0.5分。",policy_MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384_13_2,policy,2025-12-31T15:00:04.795285,监管政策,MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384.md,全国,客户经理,生效
小微企业金融服务监管评价指标表在哪里查？,国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384,第六条,2023-06-01,2023-07-01,第六条 评价指标是评价要素的构成单元。对法人银行业金融机构评价的指标具体内容及分值以附件《银行业金融机构小微企业金融服务监管评价指标表》(以下简称《评价指标表》)为准。,policy_MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384_14_0,policy,2025-12-31T15:00:13.498455,监管政策,MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384.md,全国,客户经理,生效
法人银行小微金融监管评分依据什么指标？,国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384,第六条,2023-06-01,2023-07-01,第六条 评价指标是评价要素的构成单元。对法人银行业金融机构评价的指标具体内容及分值以附件《银行业金融机构小微企业金融服务监管评价指标表》(以下简称《评价指标表》)为准。,policy_MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384_14_1,policy,2025-12-31T15:00:13.498455,监管政策,MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384.md,全国,客户经理,生效
银行做小微企业服务监管评价按哪个表打分？,国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384,第六条,2023-06-01,2023-07-01,第六条 评价指标是评价要素的构成单元。对法人银行业金融机构评价的指标具体内容及分值以附件《银行业金融机构小微企业金融服务监管评价指标表》(以下简称《评价指标表》)为准。,policy_MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384_14_2,policy,2025-12-31T15:00:13.498455,监管政策,MinerU_markdown_国家金融监督管理总局关于印发银行业金融机构小微企业金融服务监管评价办法的通知_20251230002122_2005675519467024384.md,全国,客户经理,生效
